Spectrum 1,04/16/2025 12:08:19
[Global Parameters]
Frequency,2425000000,Hz
Reference Level,-100,dBW
Input Type,RF,
RF & IF Optimization,KinderGentler,
RF Input,RF,
Input Bandwidth,40000000,Hz
RF Input Coupling,,
RF Input Termination,Undefined,
I Input,RF,
Input Bandwidth,40000000,Hz
I Input Coupling,,
I Input Termination,Undefined,
Q Input,,
Input Bandwidth,0,Hz
Q Input Coupling,,
Q Input Termination,FiftyOhms,
I+ Input,RF,
Input Bandwidth,40000000,Hz
I+ Input Coupling,,
I+ Input Termination,Undefined,
Q+ Input,,
Input Bandwidth,0,Hz
Q+ Input Coupling,,
Q+ Input Termination,FiftyOhms,
I- Input,,
Input Bandwidth,0,Hz
I- Input Coupling,,
I- Input Termination,FiftyOhms,
Q- Input,,
Input Bandwidth,0,Hz
Q- Input Coupling,,
Q- Input Termination,FiftyOhms,
External Bandwidth,40000000,Hz
External Sampling Frequency,875000,SamplesPerSecond
Acquisition Span,625000,Hz
Internal Preamp,false,
Actual RF Attenuation,0,dB
Control Spectrum settings,true,
Selected RF Channel,RF,
Selected I Channel,,
Selected Q Channel,,
Selected I Plus Channel,,
Selected I Minus Channel,,
Selected Q Plus Channel,,
Selected Q Minus Channel,,
Active Configuration,RF,
Termination,FiftyOhms,
Center Frequency,2425000000,
Reference Level,-70,dBm
Frequency,0,Hz
Down Converter Enabled,false,
Min RF Chan Freq,9000,Hz
Spectrum Inverted,false,
Injection Side,Low,
Valid Antenna data,false,
Azimuth,0,deg
Uncorrected azimuth,0,deg
Antenna elevation,0,deg
Antenna roll,0,deg
Antenna freq band,0,
Antenna amplifier,false,
Manual Azimuth,0,deg
Valid GNSS data,false,
GNSS Status,Off,
GNSS Freqency Reference Status,GRFS_OFF,
GNSS Freqency Reference Status,GFRQ_INVALID,
GNSS Longitude,0,deg
GNSS Latitude,0,deg
GNSS Altitude,0,Meter
GNSS Time,0001-01-01T01:00:00+01:00,
GNSS Magnetic Declination,0,deg
GNSS Speed,0,MeterPerHour
GNSS Course,0,deg
GNSS Satellites,0,
GNSS HDOP,0,

[Global Results]

[Markers]
[Marker M0]
Active,false
Enabled,true
Frequency,2.42525,,GHz
Trace 1,-150.79,,dBW
[Marker M1]
Active,true
Enabled,true
Frequency,2.42496375,,GHz
Trace 1,-93.85,,dBW
[Marker M2]
Active,false
Enabled,false
Frequency,2.4152725,,GHz
Trace 1,---,,
[Marker M3]
Active,false
Enabled,false
Frequency,---,,
Trace 1,---,,
[Marker M4]
Active,false
Enabled,false
Frequency,---,,
Trace 1,---,,

[Parameters]
Span,500000,Hz
Resolution Bandwidth,100,Hz
RBW Window Type,Kaiser,

[Trace Parameters]
Spectrogram Trace
Selected,false,
,false,
Trace Description,Spectrogram Trace,
,false,

Video Bandwidth Enable,true,
Video Bandwidth,100,Hz
Video Bandwidth,1000,Hz
VBW AnalysisLength Option,SpectrumLength,

[Trace Parameters]
Trace 1
Selected,true,
,false,
Trace Description,Trace 1,
,false,
Function,Average,
Detection,Average,


[Trace Parameters]
Spectrogram Trace
Selected,false,
,false,
Trace Description,Spectrogram Trace,
,false,


[Results]
Marker Power ENBW,105.5023909165168,Hz,-0.011745142857142859,0.023489142857142858
Noise Marker Offset,-20.232623018146029,dB,-0.011745142857142859,0.023489142857142858
Actual RBW,100.00255834564311,Hz,-0.011745142857142859,0.023489142857142858
Spectrum Segments,2,,-0.011745142857142859,0.023489142857142858

[Traces]
[Trace]
Trace 1,,dBW,-0.011745142857142859,0.023489142857142858
NumberPoints,2401
XStart,2424750000,Hz
XStop,2425250000,Hz
-140.56829833984375,2424750000
-141.7633056640625,2424750208.3333333333333333333
-140.81050109863281,2424750416.6666666666666666667
-139.36970520019531,2424750625.0000000000000000000
-139.62699890136719,2424750833.3333333333333333333
-139.95309448242188,2424751041.6666666666666666667
-139.77220153808594,2424751250.0000000000000000000
-139.03669738769531,2424751458.3333333333333333333
-140.26429748535156,2424751666.6666666666666666667
-139.55960083007813,2424751875.0000000000000000000
-140.28919982910156,2424752083.3333333333333333333
-139.05850219726563,2424752291.6666666666666666667
-138.15379333496094,2424752500.0000000000000000000
-139.3721923828125,2424752708.3333333333333333333
-139.38059997558594,2424752916.6666666666666666667
-137.81939697265625,2424753125.0000000000000000000
-138.34370422363281,2424753333.3333333333333333333
-138.55560302734375,2424753541.6666666666666666667
-139.66169738769531,2424753750.0000000000000000000
-139.52040100097656,2424753958.3333333333333333333
-139.04359436035156,2424754166.6666666666666666667
-138.60090637207031,2424754375.0000000000000000000
-139.30610656738281,2424754583.3333333333333333333
-139.47109985351563,2424754791.6666666666666666667
-139.26589965820313,2424755000.0000000000000000000
-138.52459716796875,2424755208.3333333333333333333
-138.38580322265625,2424755416.6666666666666666667
-138.86740112304688,2424755625.0000000000000000000
-138.26319885253906,2424755833.3333333333333333333
-139.00540161132813,2424756041.6666666666666666667
-138.83990478515625,2424756250.0000000000000000000
-139.14450073242188,2424756458.3333333333333333333
-140.15310668945313,2424756666.6666666666666666667
-139.92790222167969,2424756875.0000000000000000000
-141.34080505371094,2424757083.3333333333333333333
-139.78329467773438,2424757291.6666666666666666667
-140.89079284667969,2424757500.0000000000000000000
-140.17959594726563,2424757708.3333333333333333333
-140.82679748535156,2424757916.6666666666666666667
-141.66799926757813,2424758125.0000000000000000000
-141.52729797363281,2424758333.3333333333333333333
-141.26840209960938,2424758541.6666666666666666667
-141.51679992675781,2424758750.0000000000000000000
-142.0487060546875,2424758958.3333333333333333333
-142.96730041503906,2424759166.6666666666666666667
-142.12739562988281,2424759375.0000000000000000000
-143.18099975585938,2424759583.3333333333333333333
-143.71139526367188,2424759791.6666666666666666667
-143.96000671386719,2424760000.0000000000000000000
-144.19369506835938,2424760208.3333333333333333333
-144.17289733886719,2424760416.6666666666666666667
-143.00300598144531,2424760625.0000000000000000000
-144.69140625,2424760833.3333333333333333333
-146.03729248046875,2424761041.6666666666666666667
-145.71730041503906,2424761250.0000000000000000000
-146.78799438476563,2424761458.3333333333333333333
-146.09820556640625,2424761666.6666666666666666667
-147.55999755859375,2424761875.0000000000000000000
-147.24369812011719,2424762083.3333333333333333333
-147.95359802246094,2424762291.6666666666666666667
-148.39909362792969,2424762500.0000000000000000000
-149.05299377441406,2424762708.3333333333333333333
-150.114501953125,2424762916.6666666666666666667
-149.05409240722656,2424763125.0000000000000000000
-149.33700561523438,2424763333.3333333333333333333
-148.97140502929688,2424763541.6666666666666666667
-148.96310424804688,2424763750.0000000000000000000
-148.1885986328125,2424763958.3333333333333333333
-148.36549377441406,2424764166.6666666666666666667
-147.82009887695313,2424764375.0000000000000000000
-146.51170349121094,2424764583.3333333333333333333
-146.80630493164063,2424764791.6666666666666666667
-146.90339660644531,2424765000.0000000000000000000
-145.48429870605469,2424765208.3333333333333333333
-144.88470458984375,2424765416.6666666666666666667
-144.40969848632813,2424765625.0000000000000000000
-143.6864013671875,2424765833.3333333333333333333
-143.65699768066406,2424766041.6666666666666666667
-141.48989868164063,2424766250.0000000000000000000
-141.55990600585938,2424766458.3333333333333333333
-140.22219848632813,2424766666.6666666666666666667
-139.0950927734375,2424766875.0000000000000000000
-138.92019653320313,2424767083.3333333333333333333
-138.50270080566406,2424767291.6666666666666666667
-138.47770690917969,2424767500.0000000000000000000
-138.42289733886719,2424767708.3333333333333333333
-137.39210510253906,2424767916.6666666666666666667
-137.89799499511719,2424768125.0000000000000000000
-137.90409851074219,2424768333.3333333333333333333
-137.61070251464844,2424768541.6666666666666666667
-137.88349914550781,2424768750.0000000000000000000
-136.54730224609375,2424768958.3333333333333333333
-138.99150085449219,2424769166.6666666666666666667
-138.10040283203125,2424769375.0000000000000000000
-139.44740295410156,2424769583.3333333333333333333
-138.80149841308594,2424769791.6666666666666666667
-138.77340698242188,2424770000.0000000000000000000
-138.3778076171875,2424770208.3333333333333333333
-137.04939270019531,2424770416.6666666666666666667
-137.69839477539063,2424770625.0000000000000000000
-137.01390075683594,2424770833.3333333333333333333
-136.08720397949219,2424771041.6666666666666666667
-136.814697265625,2424771250.0000000000000000000
-136.55050659179688,2424771458.3333333333333333333
-136.19200134277344,2424771666.6666666666666666667
-136.93260192871094,2424771875.0000000000000000000
-136.49960327148438,2424772083.3333333333333333333
-137.06979370117188,2424772291.6666666666666666667
-137.76649475097656,2424772500.0000000000000000000
-138.22610473632813,2424772708.3333333333333333333
-138.61689758300781,2424772916.6666666666666666667
-139.72239685058594,2424773125.0000000000000000000
-138.40750122070313,2424773333.3333333333333333333
-137.47659301757813,2424773541.6666666666666666667
-138.22419738769531,2424773750.0000000000000000000
-137.65170288085938,2424773958.3333333333333333333
-136.96389770507813,2424774166.6666666666666666667
-137.04190063476563,2424774375.0000000000000000000
-138.12530517578125,2424774583.3333333333333333333
-136.50590515136719,2424774791.6666666666666666667
-136.86830139160156,2424775000.0000000000000000000
-137.69450378417969,2424775208.3333333333333333333
-137.59730529785156,2424775416.6666666666666666667
-136.76300048828125,2424775625.0000000000000000000
-138.30299377441406,2424775833.3333333333333333333
-137.8988037109375,2424776041.6666666666666666667
-138.15379333496094,2424776250.0000000000000000000
-139.70689392089844,2424776458.3333333333333333333
-139.36729431152344,2424776666.6666666666666666667
-139.87530517578125,2424776875.0000000000000000000
-141.63209533691406,2424777083.3333333333333333333
-140.78599548339844,2424777291.6666666666666666667
-140.34880065917969,2424777500.0000000000000000000
-141.70610046386719,2424777708.3333333333333333333
-141.55470275878906,2424777916.6666666666666666667
-141.46279907226563,2424778125.0000000000000000000
-141.81919860839844,2424778333.3333333333333333333
-141.9971923828125,2424778541.6666666666666666667
-142.47830200195313,2424778750.0000000000000000000
-142.45669555664063,2424778958.3333333333333333333
-144.07620239257813,2424779166.6666666666666666667
-143.74740600585938,2424779375.0000000000000000000
-145.53050231933594,2424779583.3333333333333333333
-145.52349853515625,2424779791.6666666666666666667
-146.04899597167969,2424780000.0000000000000000000
-146.06379699707031,2424780208.3333333333333333333
-146.95610046386719,2424780416.6666666666666666667
-147.9346923828125,2424780625.0000000000000000000
-147.87739562988281,2424780833.3333333333333333333
-147.327392578125,2424781041.6666666666666666667
-146.55690002441406,2424781250.0000000000000000000
-147.50090026855469,2424781458.3333333333333333333
-147.27009582519531,2424781666.6666666666666666667
